,3987039,1063553857,WEST PENN FAMILY PRACTICE,5889 FORBES AVE,2ND FLR,PITTSBURGH,PA,15217,Allegheny,412 421-6047,412 421-3528
PROFESSIONAL PHARMACY SERVICES INC,3987053,1710054051,NEIGHBORCARE MARIS GROVE,100 MARIS GROVE WY,,GLEN MILLS,PA,19342,Delaware,610 387-4540,610 358-0243
EPIC PHARMACY NETWORK INC,3987065,1932293248,8TH ST PHARMACY LLC,819 8TH ST,,PHILADELPHIA,PA,19147,Philadelphia,215 592-8888,215 592-9888
STOP AND SHOP PHARMACY,3987089,1699863993,GIANT PHARMACY,1824 RIDGE PK SUITE 104,,ROYERSFORD,PA,19468,Montgomery,610 831-5805,610 831-5792
WALGREENS DRUG STORE,3987091,1467510131,WALGREENS #9672,5200 NEW FALLS RD,,BRISTOL,PA,19056,Bucks,215 943-2448,
RITE AID CORPORATION,3987128,1114001450,RITE AID PHARMACY 12999,301 EISENHOWER DRIVE,,HANOVER,PA,17331,York,717 637-3744,
,3987142,1043350184,WATERDAM FAMILY PRACTICE,5000 WATERDAMN PLAZA,STE 180,MCMURRAY,PA,15317,Washington,724 942-4372,724 942-4343
,3987154,1780724831,GREATER PITTSBURGH MEDICAL ASSOCIATES - UPMC - HAMPTON,4773 ROUTE 8,,ALLISON PARK,PA,15101,Allegheny,412 487-8891,412 481-0619
,3987166,1881734911,PENN PLUM FAMILY MEDICINE - UPMC,7175 SALTSBURG RD,,PITTSBURG,PA,15235,Allegheny,412 795-7366,412 795-6096
,3987178,1114068533,"LINDENBAUM, PERRYMAN & ASSOCIATES - UPMC - WEST LIBERTY AVEN",2920 W LIBERTY AVE,,PITTSBURG,PA,15216,Allegheny,412 572-8890,412 572-8444
,3987192,1043351489,STOLTZ AND HAHN FAMILY PRACTICE,339 343 EAST STREET ROAD,,PHILADELPHIA,PA,19053,Bucks,215 464-4111,215 574-8111
CVS PHARMACY INC,3987217,1083788319,CVS PHARMACY,1500 SPRUCE ST,,PHILADELPHIA,PA,19102,Philadelphia,215 790-3290,
CVS PHARMACY INC,3987229,1952436131,CVS PHARMACY,755 DURHAM RD,,WRIGHTSTOWN,PA,18940,Bucks,215 598-2890,
,3987243,1700927431,UPMC ARTHRITIS AND INTERNAL MED ASSOC,3500 FIFTH AVE,4TH FL,PITTSBURG,PA,15213,Allegheny,412 682-2434,412 682-1044
,3987255,1003956830,NORTHERN MEDICAL ASSOCIATES - UPMC,1606 CARMODY CT,BLAYMORE 1 STE 202,SEWICKLEY,PA,15143,Allegheny,724 933-1500,724 933-1510
,3987267,1710028832,TRI STATE MEDICAL DIBAGIO,1673 STATE ROUTE 65,,ELWOOD CITY,PA,16117,Beaver,724 758-7559,
,3987281,1902946718,DONNA KNUPP MD,4381 MURRAY AVE,,PITTSBURG,PA,15217,Allegheny,412 521-2857,412 521-4918
MHA LONG TERM CARE NETWORK,3987306,1295824845,FAIRMOUNT PHARMACY SERVICES LLC,1900 GREEN ST,SUITE 2F,PHILADELPHIA,PA,19130,Philadelphia,215 564-9300,215 564-9302
,3987320,1457491516,WPAHS PITTSBURG GENERAL,490 E NORTH AVE,,PITTSBURG,PA,15212,Allegheny,412 359-3682,412 359-8541
STOP AND SHOP PHARMACY,3987332,1023199593,GIANT PHARMACY,10 RIDGE PIKE,,CONSHOHOCKEN,PA,19428,Montgomery,610 825-3784,610 825-7949
STOP AND SHOP PHARMACY,3987356,1518049956,GIANT PHARMACY,86 GLOCKER WAY,,POTTSTOWN,PA,19465,Chester,610 705-3373,610 705-1976
STOP AND SHOP PHARMACY,3987368,1689755159,GIANT PHARMACY,1153 NORTH 5TH STREET,,PERKASIE,PA,18944,Bucks,215 257-8200,215 257-4511
MEDICAP PHARMACIES INC,3987370,1508939778,MEDICAP PHARMACY,5924 TILGHMAN ST,SUITE A,ALLENTOWN,PA,18104,Lehigh,610 336-9033,610 336-9022
LEADER DRUG STORES INC,3987394,1912080961,QUALITY PHARMACY,164 MEDICAL CENTER RD,SUITE E,CHICORA,PA,16025,Butler,724 445-3027,724 445-7227
CVS PHARMACY INC,3987407,1992880124,CVS PHARMACY,840 VALLEY FORGE RD,,LANSDALE,PA,19446,Montgomery,215 362-6303,
STOP AND SHOP PHARMACY,3987419,1811070600,GIANT PHARMACY,7673 LAKE RAYSTOWN SHOPPING CENTER,,HUNTINGDON,PA,16652,Huntingdon,814 643-1021,814 643-5147
STOP AND SHOP PHARMACY,3987445,1235214644,GIANT PHARMACY,698 DOWNINGTOWN PIKE,,WEST CHESTER,PA,19380,Chester,610 430-6180,610 430-6156
FAMILY CARE PHARMACY NETWORK,3987457,1619055035,CARESITE PHARMACY TUNK,10 TRIEBLE DRIVE,,TUNKHANNOCK,PA,18657,Wyoming,570 836-2273,570 836-2274
,3987508,1144360264,HAMPT GRANDVIEW FAMILY PRACTICE,4500 PINE AVE,,ERIE,PA,16504,Erie,814 877-5800,814 877-5809
,3987522,1346380458,TRI STATE MEDICAL GROUP ZERNICH,3950 BOARHEAD RD,STE 200,MONACA,PA,15061,Beaver,724 775-5833,
,3987534,1588704787,HAMOT NORTH EAST HEALTH CENTER,41 W MAIN ST,,NORTH EAST,PA,16428,Erie,814 725-0727,814 725-0745
,3987546,1114067451,BERKS FAMILY PRACTICE,225 KENHORST BLVD,,READING,PA,19607,Berks,610 775-3316,610 796-2962
CVS PHARMACY INC,3987560,1881758415,CVS PHARMACY,305 W BALTIMORE ST,,GREENCASTLE,PA,17225,Franklin,717 593-0170,
GRT ATLANTIC AND PACIFIC TEA CO INC,3987584,1215094743,SUPER FRESH PHARMACY,RTE 202 AND 73,,CENTER SQUARE,PA,19422,Montgomery,610 279-2332,610 279-9916
THIRD PARTY STATION,3987596,1235201039,MILL STREET PHARMACY,416 MILL ST,,BRISTOL,PA,19007,Bucks,215 788-8879,215 788-8890
MED FAST PHARMACY INC,3987609,1841350089,MED FAST PHARMACY,917 BUTLER ST,,PITTSBURGH,PA,15223,Allegheny,412 492-8724,412 492-8728
MHA LONG TERM CARE NETWORK,3987611,1396819827,CARE FIRST PHARMACY SERVICES LLC,1015 N VINE ST,,BERWICK,PA,18603,Columbia,570 802-0160,570 802-0161
,3987623,1033258694,FREDERICK DOERFLER MD,260 S JEFFERSON ST,,KITTANNING,PA,16201,Armstrong,724 545-1288,724 545-7615
MHA LONG TERM CARE NETWORK,3987659,1972678241,QUALITY PHARMACY,164 MEDICAL CENTER RD,STE F,CHICORA,PA,16025,Butler,724 445-2727,724 445-2627
WALGREENS DRUG STORE,3987661,1770634735,WALGREENS #9776,3229 E STATE ST,,HERMITAGE,PA,16148,Mercer,724 342-4603,
WALGREENS DRUG STORE,3987673,1881749117,WALGREENS #9801,6379 HAMILTON BLVD,,LOWER MACUNGIE,PA,18086,Northampton,610 530-0740,
WALGREENS DRUG STORE,3987685,1083767867,WALGREENS #9876,1262 LITITZ PK,,LANCASTER,PA,17601,Lancaster,717 290-2012,
RITE AID CORPORATION,3987697,1518023357,RITE AID PHARMACY 07843,3700 WALNUT STREET,,MCKEESPORT,PA,15132,Allegheny,412 751-0132,
RITE AID CORPORATION,3987700,1992856975,RITE AID PHARMACY 07832,4155 EWALT ROAD,,GIBSONIA,PA,15044,Allegheny,724 449-8080,
TPN,3987712,1891858411,BLUEGRASS PHARMACY,2417 WELSH RD,,PHILADELPHIA,PA,19114,Philadelphia,215 676-7650,215 676-8086
GOOD NEIGHBOR PHCY PROVIDER NTWK,3987724,1215090824,BRANDYWINE PHARMACY,2503 CONESTOGA AVE,,HONEY BROOK,PA,19344,Chester,610 273-3900,610 273-9933
WALMART STORES INC,3987736,1053476002,WAL-MART PHARMACY 10-5469,1881 BALTIMORE PIKE,,HANOVER,PA,17331,York,717 630-9989,
MHA LONG TERM CARE NETWORK,3987762,1982767257,GENOA HEALTHCARE,793 OLD RTE 119 HWY N,,INDIANA,PA,15701,Indiana,724 349-7060,724 349-7075
ACCESSHEALTH PLUS,3987774,1447315866,GIRARD PHARMACY,83 MAIN ST W,,GIRARD,PA,16417,Erie,814 774-3070,814 774-0470
GERIMED LTC NETWORK INC,3987786,1366590358,DIAMOND PHCY SVCS,900 E KING ST,,LANCASTER,PA,17602,Lancaster,717 299-7875,717 209-3030
MED FAST PHARMACY INC,3987798,1851449854,MED FAST PHARMACY,4935 TUSCARAWAS RD,,BEAVER,PA,15009,Beaver,724 495-6583,724 495-7584
THIRD PARTY STATION,3987801,1932264058,THE HOMETOWN PHARMACY,49 PINE GROVE PLAZA,,GROVE CITY,PA,16127,Mercer,724 458-1900,724 458-6500
TARGET CORPORATION,3987813,1134279482,TARGET PHARMACY,913 NORLAND AVE,,CHAMBERSBURG,PA,17201,Franklin,717 709-2060,717 709-2071
THIRD PARTY STATION CP,3987825,1215088208,PRIMARY CARE PHARMACY SERVICES INC,2550 MOSSIDE BLVD,STE 210,MONROEVILLE,PA,15146,Allegheny,412 380-5230,412 380-5233
RITE AID CORPORATION,3987837,1285776252,RITE AID PHARMACY 07836,1401 W TILGHMAN STREET,,ALLENTOWN,PA,18102,Lehigh,610 434-2874,
FAMILY CARE PHARMACY NETWORK,3987851,1700922325,NOCKLEY FAMILY PHARMACY,1198 S MAIN ST,,HANOVER TOWNSHIP,PA,18706,Luzerne,570 208-5500,570 208-5490
MHA LONG TERM CARE NETWORK,3987863,1063550051,CONTRACT PHARMACY SERVICES,1400 WAVERLY RD,,GLADWYNE,PA,19035,Montgomery,610 645-4848,610 645-4847
ACCESSHEALTH PLUS,3987875,1972641967,BEAVER HEALTHMART PHARMACY,601 3RD ST,,BEAVER,PA,15009,Beaver,724 774-0919,724 774-5070
PHARMERICA,3987902,1295878676,MILLENNIUM PHARMACY SYSTEMS INC,340 N. MIDDLETOWN ROAD,,LIMA,PA,19063,Delaware,724 940-2490,877 295-7772
WALMART STORES INC,3987914,1356474480,WAL-MART PHARMACY 10-3412,200 KOCHER LANE,,ELIZABETHVILLE,PA,17023,Dauphin,717 362-4379,
WALMART STORES INC,3987926,1083748776,WAL-MART PHARMACY 10-3429,2901 MARKET STREET,,WARREN,PA,16365,Warren,814 723-8250,
COSTCO PHARMACIES,3987938,1326179250,COSTCO PHARMACY,501 W WATERFRONT DRIVE,,WEST HOMESTEAD,PA,15120,Allegheny,412 205-1009,412 205-1006
MHA LONG TERM CARE NETWORK,3987940,1265572820,DIAMOND PHARMACY HCS,445 MAIN ST,STE 7,MT PLEASANT,PA,15666,Westmoreland,724 547-1989,724 542-4148
,3987964,1417082082,RICHARD A MERCURIO MD INC,300 WESTGATE DR,STE 101,KITTANNING,PA,16201,Armstrong,724 543-1735,724 548-5899
,3987976,1487789061,WASHINGTON HOSP CANONSBURG FAM PRAC,67 E PIKE ST,,CANONSBURG,PA,15317,Washington,724 745-4100,724 746-9880
,3987988,1891820536,"HARBORCREEK FAMILY PHYSICIANS - RHS,  UPMC",5241 BUFFALO RD,,ERIE,PA,16510,Erie,814 877-5100,814 877-5125
,3987990,1760517122,"THE WASHINGTON PHYSICIAN HOSPITAL ORGANIZATION, INC.",3415 MILLERS RUN RD,,CECIL,PA,15321,Washington,724 823-7414,724 873-7421
,3988005,1225164247,THOMAS G PHILLIPS MD,95 LEONARD AVE,2ND FL,WASHINGTON,PA,15301,Washington,724 223-3100,724 223-3353
SHOPRITE SUPERMARKETS,3988017,1619002938,KINSLEYS SHOP RITE PHARMACY,107 KINSLEY LANE,,BROADHEADSVILLE,PA,18322,Monroe,570 992-2670,570 992-2877
WALMART STORES INC,3988029,1740314590,WAL-MART PHARMACY 10-3634,"35 PLAZA DRIVE, ROUTE 309 N.",,TAMAQUA,PA,18252,Schuylkill,570 668-2481,
RITE AID CORPORATION,3988055,1164549069,RITE AID PHARMACY 07850,620 E ALLEGHENY AVENUE,,EMPORIUMA,PA,15834,Cameron,814 486-2007,
LEADER DRUG STORES INC,3988067,1376677088,SUN RAY DRUGS 60TH ST,25 S 60TH ST,,PHILADELPHIA,PA,19139,Philadelphia,215 474-4550,215 474-4551
MHA LONG TERM CARE NETWORK,3988093,1538284732,SYNERGY PHARMACY SERVICES,2500 BLVD OF THE GENERAL,,NORRISTOWN,PA,19403,Montgomery,610 539-5093,610 539-5294
WALGREENS DRUG STORE,3988170,1568682854,WALGREENS #6895,300 N 63RD ST,,PHILADELPHIA,PA,19139,Philadelphia,215 476-2094,
WALGREENS DRUG STORE,3988182,1386862290,WALGREENS #9228,3182 MEMORIAL HWY,,DALLAS,PA,18612,Luzerne,570 675-4807,
ACCESSHEALTH,3988194,1174740278,CAMBRIDGE SPRINGS PHARMACY,227 SOUTH MAIN STREET,,CAMBRIDGE SPRINGS,PA,16403,Crawford,814 398-4600,814 398-4610
RITE AID CORPORATION,3988207,1629298906,RITE AID PHARMACY 07831,1307 PHOENIXVILLE PIKE,,WEST CHESTER,PA,19380,Chester,484 356-9330,
FAMILY CARE PHARMACY NETWORK,3988219,1730308826,LIFESREAM RX,847 EASTON RD,STE 2775,WARRINGTON,PA,18976,Bucks,215 491-0979,215 491-0977
ACCESSHEALTH PLUS,3988221,1871710418,CURTIS PHARMACY,869 HENDERSON AVE,,WASHINGTON,PA,15301,Washington,724 225-1592,724 225-1651
WALGREENS DRUG STORE,3988245,1588877831,WALGREENS #11595,245 NORTH BROAD STREET,,PHILADELPHIA,PA,19107,Philadelphia,215 563-9809,
ACCESSHEALTH PLUS,3988257,1952523557,INSTITUTE HILL PHARMACY INC,937 E JEFFERSON ST,,BUTLER,PA,16001,Butler,724 285-3693,724 285-4186
,3988271,1285853275,BUTLER MEDICAL ASSOCIATES 668,1022 B N MAIN ST,1 AND 2,BUTLER,PA,16001,Butler,724 282-7910,
,3988283,1326267329,BUTLER MEDICAL ASSOCIATES CHICORA,160 MEDICAL CENTER RD,,CHICORA,PA,16025,Butler,724 445-3720,
,3988295,1942422316,EXCELA SALTSBURG FAMILY MEDICINE,101 NINETH ST,,SALTSBURG,PA,15681,Indiana,724 639-3541,
WALGREENS DRUG STORE,3988308,1710192067,WALGREENS #11780,2655 SOUTH TENTH STREET,,PHILADELPHIA,PA,19148,Philadelphia,215 467-6050,215 467-3573
CVS PHARMACY INC,3988310,1801009196,CVS PHARMACY #,101 S MAIN ST,,OLD FORGE,PA,18518,Lackawanna,570 457-2182,
GOOD NEIGHBOR PHCY PROVIDER NTWK,3988322,1053528422,HAUSSEMANNS PHARMACY,536 WEST GIRARD AVE,,PHILADELPHIA,PA,19123,Philadelphia,215 925-1008,215 925-1055
WALGREENS DRUG STORE,3988334,1558567560,WALGREENS #9020,600 ADAMS SHOPPES,,MARS,PA,16046,Butler,724 742-1701,
WALGREENS DRUG STORE,3988358,1295943785,WALGREENS #9043,1701 WILLIAM FLYNN HWY,,GLENSHAW,PA,15116,Allegheny,412 492-7902,
,3988360,1407061898,BLAIR MEDICAL ASSOCIATES BELLWOOD,503 MAIN ST,,BELLWOOD,PA,16617,Blair,814 742-7001,
,3988372,1366654485,HAMOT HERITAGE PRIMARY CARE,991 ROUTE 19,,WATERFORD,PA,16441,Erie,814 796-2553,
CVS PHARMACY INC,3988396,1780895474,CVS PHARMACY,1530 COWPATH RD,,HATFIELD,PA,19440,Montgomery,215 361-2542,
TARGET CORPORATION,3988409,1811104979,TARGET PHARMACY,4000 MONUMENT RD,,PHILADELPHIA,PA,19131,Philadelphia,267 233-5021,267 233-5021
TARGET CORPORATION,3988411,1104033620,TARGET PHARMACY,6416 CARLISLE PIKE,,MECHANICSBURG,PA,17050,Cumberland,717 796-5781,717 796-5791
TARGET CORPORATION,3988423,1720295629,TARGET PHARMACY,610 N WEST END BLVD,,QUAKERTOWN,PA,18951,Bucks,215 529-2721,215 529-2723
RITE AID CORPORATION,3988435,1265633457,RITE AID PHARMACY 04083,101 5TH STREET,,CHARLEROI,PA,15022,Washington,724 489-9334,
MHA LONG TERM CARE NETWORK,3988459,1437368651,FIGLIOMENI PHARMACY CARE,19 DUNDAFF ST,2ND FLOOR STE,CARBONDALE,PA,18407,Lackawanna,570 282-1080,570 282-1815
TARGET CORPORATION,3988461,1467660258,TARGET PHARMACY,550 GRANDVIEW CROSSING DRIVE,,GIBSONIA,PA,15044,Allegheny,724 799-2238,724 799-2238
,3988485,1831306695,YOUR HOMETOWN HEALTH PARTNERS,3910 CAUGHEY RD,STE 150,ERIE,PA,16506,Erie,814 877-5401,814 877-5400
WALGREENS DRUG STORE,3988524,1710198650,WALGREENS #11865,234 SOUTH MAIN STREET,,ZELIENOPLE,PA,16063,Butler,724 452-7360,
WEIS PHARMACIES INC,3988548,1821299827,WEIS PHARMACY,237 S MOUNTAIN BLVD,,MOUNTAIN TOP,PA,18707,Luzerne,570 474-9203,570 474-0363
WALGREENS DRUG STORE,3988550,1457557969,WALGREENS #10282,30 PINE CREEK RD,,WEXFORD,PA,15090,Allegheny,412 366-2456,
THIRD PARTY STATION CP,3988562,1780888792,MILL RUN COMMUNITY PHARMACY,404 NORTH ST,,MEADVILLE,PA,16335,Crawford,814 337-6600,814 337-6607
RITE AID CORPORATION,3988574,1619174190,RITE AID PHARMACY 07884,320 YORK ROAD,,CARLISLE,PA,17013,Cumberland,717 245-0116,
RITE AID CORPORATION,3988586,1477759728,RITE AID PHARMACY 07924,2270 NOBLESTOWN ROAD,,PITTSBURG,PA,15205,Allegheny,412 920-6190,
ACCESSHEALTH,3988598,1710183835,AMIGOS PHARMACY,3027 KENSINGTON AVE,,PHILADELPHIA,PA,19134,Philadelphia,215 426-0250,215 426-0253
,3988601,1427255892,CORUS PHARMACY AND HEALTHCARE PRODUCTS INC,1246 TOWNSHIP LINE RD,,DREXEL HILL,PA,19026,Delaware,484 452-8082,484 452-8081
WEIS PHARMACIES INC,3988625,1316153430,WEIS PHARMACY,ROUTE 611 TANNERSVILLE PLAZA,RR1  400,TANNERSVILLE,PA,18372,Monroe,570 619-5413,570 619-5462
,3988637,1598962243,HEALTHQUEST MEDICAL ASSOCIATES,5318 RANALLI DR,,GIBSONIA,PA,15044,Allegheny,724 449-9355,724 449-2727
,3988649,1144361403,DEER LAKES OAKMONT,222 ALLEGHENY RIVER BLVD,,OAKMONT,PA,15139,Allegheny,412 767-5387,
WEGMAN FOOD MARKET INC,3988663,1073724050,WEGMANS FOOD MARKET INC 045,6416 CARLISLE PIKE,STE 600,MECHANICSBURG,PA,17050,Cumberland,717 791-4545,717 791-4598
RITE AID CORPORATION,3988675,1518166412,RITE AID PHARMACY 07886,115 LEADER HEIGHTS ROAD,,YORK,PA,17403,York,717 741-0823,
ACCREDO HEALTH GROUP INC,3988702,1972710176,ACCREDO HEALTH GROUP INC,3000 ERICSSON DR,STE 100,WARRENDALE,PA,15086,Allegheny,724 772-6000,724 742-2450
WALGREENS DRUG STORE,3988714,1457550709,WALGREENS #9676,99 JEFFERSON AVE,,WASHINGTON,PA,15301,Washington,724 228-3201,
THIRD PARTY STATION CP,3988726,1255531802,SAV MOR PHARMACY INC,2232 SOUTH 7TH STREET,1 FL,PHILADELPHIA,PA,19148,Philadelphia,215 467-1220,215 467-1447
WALGREENS DRUG STORE,3988738,1528258522,WALGREENS #10494,100 RHODE ISLAND AVE,,ROCHESTER,PA,15074,Beaver,724 774-2105,
SMART ID WORKS LLC,3988740,1750373965,ANDREWS AND PATEL ASSOCIATES PC,3912 TRINDLE RD,,CAMP HILL,PA,17011,Cumberland,717 761-8740,717 761-8792
LEADER DRUG STORES INC,3988752,1386843712,HARROLDS PHARMACY INFUSION SERVICES,250 OLD RIVER RD,STE B,WILKES BARRE,PA,18702,Luzerne,570 822-5794,570 824-8730
RITE AID CORPORATION,3988764,1407046121,RITE AID PHARMACY 07853,901 S SAIN MARYS STREET,,SAINT MARYS,PA,15857,Elk,814 834-4515,
RITE AID CORPORATION,3988776,1518157056,RITE AID PHARMACY 07772,1 W RIDGE PIKE,,LIMERICK,PA,19468,Montgomery,484 902-0881,
THIRD PARTY STATION,3988788,1144411430,DIERKEN'S PHARMACY,100 E MAIN ST,,MONONGAHELA,PA,15063,Washington,724 258-5530,724 258-4448
,3988790,1992846844,"DR. GORDON GOLD, MD & ASSOCIATES - UPMC - PASSAVANT",9102 BABCOCK BLVD,LL4,PITTSBURGH,PA,15237,Allegheny,724 772-2664,724 772-0237
,3988803,1629268958,CUMBERLAND FAMILY PRACTICE,4470 VALLEY RD,,ENOLA,PA,17025,Cumberland,717 732-8883,
,3988827,1639369804,LEBANON VALLEY FAMILY MEDICINE,1400 S FORGE RD,STE 1,PALMYRA,PA,17078,Lebanon,717 838-1301,717 838-5811
,3988839,1295925170,HAMOT LAKESHORE FAMILY PRACTICE,5241 BUFFALO RD,,ERIE,PA,16510,Erie,814 877-7686,814 877-7692
,3988841,1417099573,VALLEY FAMILY MEDICINE - UPMC - LOWER BURRELL,1600 WILDLIFE LODGE RD,STE 300,LOWER BURRELL,PA,15068,Westmoreland,724 335-6670,724 335-6218
,3988853,1063554079,RUSSELLTON MEDICAL GROUP - UPMC - HARMAR,2585 FREEPORT RD,STE 201,PITTSBURGH,PA,15238,Allegheny,412 826-8840,412 826-8848
STOP AND SHOP PHARMACY,3988865,1003007386,GIANT PHARMACY,925 NORLAND AVE,,CHAMBERSBURG,PA,17201,Franklin,717 267-3304,717 267-1798
GRT ATLANTIC AND PACIFIC TEA CO INC,3988877,1245421890,SUPER FRESH PHARMACY,7162 RIDGE AVE,,PHILADELPHIA,PA,19128,Philadelphia,215 508-7782,215 508-7785
THIRD PARTY STATION CP,3988889,1366500431,"STROUD COMPOUNDING AND WELLNESS DRUGSTORE, CORP",1619 N 9TH STREET,STE 3,STROUDSBURG,PA,18360,Monroe,570 476-6936,570 476-6938
FAMILY CARE PHARMACY NETWORK,3988891,1225221112,DARRENKAMPS ELIZABETHTOWN PHARMACY,191 SOUTH RIDGEVIEW RD,,ELIZABETHTOWN,PA,17022,Lancaster,717 367-2212,717 367-3772
WALMART STORES INC,3988916,1780883314,SAMS PHARMACY 10-6675,7200 PEACH STREET,,ERIE,PA,16509,Erie,814 866-0984,814 866-0986
LEADER DRUG STORES INC,3988928,1316131881,SUSQUEHANNA HEALTH PHARMACY,777 RURAL AVE SL 2,BLDG 3,WILLIAMSPORT,PA,17701,Lycoming,570 321-2818,570 321-2819
CVS PHARMACY INC,3988930,1649464181,CVS PHARMACY,2801 EGYPT RD,,AUDUBON,PA,19403,Montgomery,610 666-0512,
WALGREENS DRUG STORE,3988942,1639362684,WALGREENS #1256,1101 LOCUST STREET,,PHILADELPHIA,PA,19107,Philadelphia,215 629-5690,
,3988954,1750572467,PIONEER MEDICAL ASSOCIATES,765 LIBERTY ST,STE 307 3RD FLR,MEADVILLE,PA,16335,Crawford,814 336-1140,
,3988966,1659563708,DEVONSHIRE FAMILY HEALTH CENTER,2850 COMMERCE DR,STE 300,HARRISBURG,PA,17110,Dauphin,717 657-1361,717 657-5396
,3988978,1336280577,DEER LAKES MEDICAL ASSOCIATION FOX CHAPEL,1360 OLD FREEPORT RD,1B,PITTSBURGH,PA,15238,Allegheny,412 782-5668,
,3988980,1194866632,INTERNAL MEDICINE - UPMC - UNIVERSITY,1300 OXFORD DR,STE 1 B,BETHEL PARK,PA,15102,Allegheny,412 851-8724,412 851-8778
,3988992,1992998793,UPMC SHADYSIDE FAMILY HEALTH CTR,5215 CENTRE AVE,,PITTSBURGH,PA,15232,Allegheny,412 623-2561,412 623-3704
,3989007,1578756318,TRI STATE MEDICAL GROUP ASSOC INT MED,1211 THIRD ST,BEAVER,BEAVER,PA,15009,Beaver,724 770-0990,
RITE AID CORPORATION,3989021,1063606275,RITE AID PHARMACY 07878,1050 NORTHERN BOULEVARD,,CLARKS SUMMIT,PA,18411,Lackawanna,570 587-4508,
TARGET CORPORATION,3989045,1659565620,TARGET PHARMACY,600 HATTON DR,,GLEN MILLS,PA,19342,Delaware,610 808-9055,610 808-9055
,3989069,1821283888,WATKIN FRESHMAN AND NIPPLE ASSOC,845 SIR THOMAS CT,STE 3,HARRISBURG,PA,17109,Dauphin,717 233-6791,717 233-6439
AMERICAN DRUG STORES INC,3989071,1033304183,SAVON PHARMACY,851 GAP NEWPORT PIKE,,AVONDALE,PA,19311,Chester,610 268-8578,610 268-5968
CVS PHARMACY INC,3989095,1578759726,CVS PHARMACY,1181 FREEDOM RD,,CRANBERRY TOWNSHIP,PA,16066,Butler,724 742-1888,
TPN CP,3989158,1922297118,TANG PHARMACY II,5600 N 5TH STREET,,PHILADELPHIA,PA,19120,Philadelphia,215 224-3333,215 224-3363
CVS PHARMACY INC,3989160,1952590481,CVS PHARMACY,5122 MILFORD RD,,EAST STROUDSBURG,PA,18302,Monroe,570 223-2563,
CVS PHARMACY INC,3989196,1164611307,CVS PHARMACY,560 OLD YORK ROAD,,NEW CUMBERLAND,PA,17070,York,717 932-0226,
RITE AID CORPORATION,3989209,1548449168,RITE AID PHARMACY 07825,201 DEVINE DRIVE,,WEXFORD,PA,15090,Allegheny,724 935-1880,
LEADER DRUG STORES INC,3989211,1205016300,CENTENNIAL PHARMACY-BRIDESBURG,2660 LEFEVRE ST,,PHILADELPHIA,PA,19137,Philadelphia,215 535-4111,215 535-4115
MHA LONG TERM CARE NETWORK,3989223,1114107216,LAUREL LTC PHARMACY,173 MORGANTOWN ST.,STE B,UNIONTOWN,PA,15401,Fayette,724 437-5070,724 437-7808
,3989259,1508053992,FATIGATI NALIN ASSOC MT LEBANON,615 WASHINGTON RD,STE TL4,MT LEBANON,PA,15228,Allegheny,412 343-1770,
TOPS MARKETS LLC,3989285,1528249877,TOPS PHARMACY,1702 E 38TH STREET,,ERIE,PA,16510,Erie,814 455-9629,855 331-9346
TOPS MARKETS LLC,3989297,1164603411,TOPS PHARMACY,1520 W 26TH STREET,,ERIE,PA,16508,Erie,814 455-9500,855 331-9347
TOPS MARKETS LLC,3989300,1144401449,TOPS PHARMACY,150 MAIN STREET,,BRADFORD,PA,16701,McKean,814 363-9904,855 331-9348
,3989312,1255512356,VENANGO INTERNAL MEDICINE ASSOC - UPMC,1 MEMORIAL DR,,OIL CITY,PA,16301,Venango,814 676-8571,814 676-9155
,3989336,1588844658,HEALTHFIRST MEDICAL ASSOCIATES - UPMC - MCKEESPORT,1318 FIFTH AVE,PROFESSIONAL ARTS BLDG,PITTSBURGH,PA,15219,Allegheny,412 672-1000,412 672-0587
,3989348,1083895189,FATIGATI NALIN ASSOC BETHEL PARK,5187 LIBRARY RD,,BETHEL PARK,PA,15102,Allegheny,412 837-4886,
,3989350,1245427632,FATIGATI NALIN ASSOC BRIDGEVILLE,1025 WASHINGTON PIKE,,BRIDGEVILLE,PA,15017,Allegheny,412 221-3377,
RX PRIDE LLC,3989374,1558498634,ABL CUSTOM COMPOUNDING,34 EAST 4TH STREET,,EMPORIUM,PA,15834,Cameron,814 486-2326,814 486-1065
,3989398,1619150125,LATTERMAN FAMILY HEALTH CENTER - UPMC,2347 FIFTH AVE,,MCKEESPORT,PA,15132,Allegheny,412 673-5504,412 673-2150
,3989401,1366625873,GREATER PITTSBURGH MEDICAL ASSOCIATES - UPMC - SHALER,900 MT ROYAL RD,,PITTSBURGH,PA,15223,Allegheny,412 492-0147,412 492-0148
,3989425,1578745980,FRANKLIN COMMUNITY MEDICINE - UPMC,464 ALLEGHENY BLVD,2ND FLR STE 20,FRANKLIN,PA,16323,Venango,814 437-6793,
,3989437,1508047606,NLCMG CROSSROADS FAMILY MED CTR,4131 OREGON PIKE,,BROWNSTOWN,PA,17508,Lancaster,717 859-1123,717 859-2898
WALMART STORES INC,3989463,1972785616,SAMS PHARMACY 10-6332,1000 FRANKLIN MILLS CIRCLE,,PHILADELPHIA,PA,19154,Philadelphia,215 281-1631,
WALGREENS DRUG STORE,3989499,1437332848,WALGREENS #11429,4309 BUFFALO RD,,ERIE,PA,16510,Erie,814 897-7871,
