lang_id	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
1225	Create New Patient	Skapa ny patient	Crear Nuevo Paciente	Crear paciente nuevo	Neuen Patienten anlegen	Nieuwe client registreren		Créer un nouveau patient	Créer un nouveau patient	Lag en Ny Pasient	创造新的客户	創造新的患者	Оформить нового пациента			Buat Pasien Baru	Δημιουργία Νέου Ασθενούς		Novo Utente	Criar novo paciente	إنشاء ملف جديد للمريض	Opret ny patient	Yeni Hasta Oluştur	Utwórz nowego pacjenta		Crea Nuovo paziente	नई रोगी बनाएँ	Creaza pacient nou	Tạo Bệnh nhân Mới		Krijo Pacient te Ri	Založit nového pacienta	Оформити нового пацієнта			ایجاد بیمار جدید						dummy
1226	Create new Track																																									dummy
1227	Create Offsite Portal Credentials	Skapa externa port rättigheter	Crear Credenciales para el Portal Offsite	Crear credenciales del portal fuera del sitio	Erstelle Zugangsdaten für Offsite-Patientenportal	Maak Offsite Portal credentials aan		Créer crédentiels pour un portail hors site	Créer crédentiels pour un portail hors site		建立异地门户凭据	建立異地門戶證書	Создать мандаты для внешнего портала			Buat Surat Pengenal Portal Offsite	Δημιουργία Διαπιστευτηρίων Offsite Πύλης			Criar Portal Credenciais Offsite	Create Offsite Portal Credentials		Ofis erişimi kimlik bilgilerini oluştur			Crea le credenziali del Portale Offsite	Offsite पोर्टल पहचान बनाएं		Tạo Giây chứng nhận ngoại vi Portal				Створити повноваження для зовнішнього порталу									dummy
1228	Create Onsite Portal Credentials	Skapa interna port rättigheter	Crear Credenciales para el Portal Onsite	Crear credenciales del portal dentro del sitio	Erstelle Zugangsdaten für Onsite-Patientenportal	Maak onsite Portal credential aan		Créer crédentiels pour un portail sur site	Créer crédentiels pour un portail sur site		建立本地门户凭据	建立就地門戶證書	Создать мандаты для внутреннего портала			Buat Surat Pengenal Portal Onsite	Δημιουργία Διαπιστευτηρίων Onsite Πύλης			Criar Portal Credenciais Onsite	Create Onsite Portal Credentials		Yerinde kimlik bilgilerini oluştur			Crea le credenziali del Portale Onsite	ऑनसाइट पोर्टल पहचान बनाएं		Tạo Giây chứng nhận Portal tại chỗ				Створити повноваження для внутрішнього порталу									dummy
1229	Create Patient Note	Skapa Patientanteckning	Crear nota de paciente	Crear nota de paciente	Patientennotiz erstellen	Maak notitie voor patient		Créer remarque patient	Créer remarque patient	Lag et Pasient Notis	创建患者注意	創建患者附註	Создать запись по пациенту			Buat Catatan Pasien	Δημιουργία Σημείωσης Ασθενούς		Nova Notas do Utente	Criar Observação do Paciente	إنشاء تقرير عن المريض	Opret patient note	Hasta Notu Oluştur	Utwórz notatkę o pacjencie		Crea Nota paziente	रोगी नोट बनाएँ		Lưu ý bệnh nhân		Krijo Shenim Pacienti	Vytvořit poznámku k pacientovi	Створити запис по пацієнтові									dummy
1230	Create the SSL Certificate Authority and Server certificates.	Skapa SSL certifikat utgivare och server certifikat	Crear Certificado de Autoridad SSL y Certificados del Servidor.	Crear Certificado de Autoridad SSL y Certificados del Servidor.	Erstelle SSL-Zertifikat-Authority und Server-Zertifikate	Maak autorisatie aan voor de SSL-clientcertificaat en servercertificaten		Créer l\'autorité de certification SSL et les certificats du serveur.	Créer l\'autorité de certification SSL et les certificats du serveur.		创建证书权威和服务器证书。	創建SSL憑證授權單位的及伺服器證書。	Создает доверенный сертификат SSL и сертификаты сервера.			Buat Pengijinan Sertifikat SSL dan sertifikat Server	Δημιουργία Εξουσιοδότησης Πιστοποιητικού SSL και πιστοποιητικών Εξυπηρετητή.			Criar o Certificado SSL e certificados de servidor.	Create the SSL Certificate Authority and Server certificates.		SSL Sertifikası Yetkilisi ve Sunucu sertifikaları oluştur. 			Crea il certificato di autorità SSL e i certificati del Server	SSL प्रमाणपत्र प्राधिकरण और सर्वर प्रमाण पत्र बनाएँ.		Tạo Cơ quan Giấy chứng nhận SSL và chứng chỉ máy chủ.				Створює довірений сертифікат SSL і сертифікати сервера.									dummy
1231	Create Visit	Skapa besök	Crear visita	Crear Encuentro	Neue Konsultation	Maak visite aan		Créer Visite	Ajouter une visite		创建门诊	創建訪問	Создать посещение			Buat Kunjungan	Δημιουργία Επίσκεψης		Nova Visita	Nova Consulta	إنشاء زيارة	Opret aftale	Vizit Oluştur.	Utwórz wizytę		Crea Visita	भेंट बनाएँ	Creare vizita	Tạo lần Đến khám		Krijo Vizite	Vytvořit návštěvu	Створити відвідування			ایجاد یک ملاقات						dummy
1232	Created	Skapad	Creado	Creado	Angelegt	Aangemaakt		Créé	Ajoutée	Laget	创建	創造	Создано			Dibuat	Δημιουργήθηκε 		Criado	Criado	تم	Oprettet	Oluşturuldu	Utworzono		Creato	बनाया गया		Đã tạo		E Krijuar	Vytvořeno	Створено			ایجاد شد 						dummy
1233	Creating export file	Skapa exportfil	Creando fichero de exportación	Creando archivo de exportación	Datei exportieren	Aanmaken exportbestand		Préparation du fichier d\'exportation	Préparation du fichier d\'exportation		创建导出文件	創造出口文件	Создание файла экспорта			Membuat file ekspor	Δημιουργία αρχείου εξαγωγής		Arquivo de exportação criado	Criando arquivo de exportação	جارِ إنشاء ملف للتصدير	Opretter export fil	Dışa aktarım dosyası oluşturuluyor			Crea file di esportazione	निर्यात फ़ाइल बना रहा है		Đang tạo tập tin kết xuất		Krijo skedar exporti	Vytváří se soubor exportu	Створення файлу експорту									dummy
1234	Creating new track failed																																									dummy
1235	Creating this file on remote host failed	Skapande av fil på värden misslyckades			Fehler beim erstellen dieser Datei auf dem Remote-Host	Om deze file bij Remote Host aan te maken is mislukt		La création de ce fichier sur l\'hôte distant a échoué	La création de ce fichier sur l\'hôte distant a échoué								Η δημιουργία αυτού του αρχείου στον απομεμακρυσμένο host απέτυχε			A criação deste arquivo no host remoto falhou	فشل إنشاء الملف					La creazione di questo file sulla macchina remota non è riuscita	रिमोट होस्ट पर यह फ़ाइल बनाने में विफल रहा है						Збій створення цього файлу на віддаленому хості									dummy
1236	Creator	Skapare	Creador	Creador	Ersteller	Maker van		Créateur	Créateur		创建者	創作者	Создатель			Pembuat/Pencipta	Δημιουργός			Criador	المنشيء	Opretter	Yaratıcı	Autor		Creatore	प्रजापति		Đấng Tạo Hóa		Krijuesi		Творець			ایجاد کننده						dummy
1237	credit	kredit	crédito	crédito	Kredit	krediet		Crédit	Crédit	kreditt	信贷	信用	кредит			kredit	πίστωση		crédito	crédito	إئتمان	kredit	alacak	kredyt		credito	क्रेडिट		tín dụng		kredit		кредит			اعتبار						dummy
1238	Credit Card	Kreditkort	Tarjeta de Credito	Tarjeta de Crédito	Kreditkarte	Credit Card		Carte de crédit	Carte de crédit	Kredittkort	信用卡	信用卡	Кредитная карта			Kartu Kredit	Πιστωτική Κάρτα			Cartão de Crédito	بطاقة الائتمان	Kreditkort	Kredi Kartı	Karta kredytowa		Carta di Credito	क्रेडिट कार्ड		Thẻ tín dụng		Karte Krediti	Kreditní karta	Кредитна карта			کارت اعتباری						dummy
1239	Credits	Kredit	Créditos	Créditos	Kredite	Kredieten		Crédits	Crédits	Kreditter	信用	信用	Кредитовать			Kredit	Πιστώσεις		Créditos	Créditos	اﻹعتمادات	Kredit	Krediler			Crediti	क्रेडिट		Các khoản tín dụng		Kredite		Кредити			اعتبارات						dummy
1240	Cree																																									dummy
1241	Criteria	Kriterier	Criterio	Criterio	Kriterium	Criteria		Critère	Critères		标准	標準	Критерий			Kriteria	Κριτήρια		Critérios	Critérios	المعايير	Kriterier	Kriter			Criteri	मापदंड		Tiêu chuẩn				Критерій			معیارها						dummy
1242	Croatian																																									dummy
1243	Crohn\'s Disease	Crohn\'s sjukdom	Enfermedad de Crohn	Enfermedad de Crohn	Morbus Crohn	Ziekte van Crohn		Maladie de Crohn	La maladie de Crohn		克罗恩病	克隆氏疾病 局部性迴腸炎	Болезнь Крона			Crohn Penyakit	Νόσος του Crohn		Crohn\'Doença de	Doença de Crohn	داء كرون	Crohn\'s sjukdom	Chron Hastalığı			Morbo di Crohn	Crohn  का रोग		Bệnh Crohn \'s			Crohnova choroba	Хвороба Крона			Crohn\'s Disease						dummy
1244	Crohns Disease	Chrons sjukdom	Enfermedad de Crohn	Enfermedad de Crohn	Morbus Crohn	Ziekte van Crohn		Maladie de Crohn	La maladie de Crohn		克罗恩病	克隆氏疾病 局部性迴腸炎	Болезнь Крона			Crohn Penyakit	Νόσος του Crohn		Crohn Doença de	Doença de Crohn	داء كرون	Chrons sjukdom	Chrons Hastalığı			Morbo di Crohn	Crohns रोग		Crohns bệnh			Crohnova choroba	Хвороба Крона			Crohns Disease						dummy
1245	CSV Export	export av kommaseparerad lista	CSV	CSV	CSV Export	CSV-export		Exportation au format CSV	Exporter CSV		导出成CSV格式	CSV Export	Экспорт CSV			Ekspor CSV	Εξαγωγή σε CSV		Exportar em CSV	Exportar CSV	تصدير الى ملف CSV		CSV dışa aktarma	Eksport do CSV		Esporta CSV	सीएसवी निर्यात		CSV xuất khẩu			CSV export	Експорт CSV									dummy
1246	CSV File	Kommaseparerad fil	Fichero CSV	Archivo de CSV	CSV-Datei	CSV-bestand		Fichier CSV	Fichier CSV		CSV文件	CSV 檔案	Файл CSV			File CSV	Αρχείο CSV		Ficheiro CSV	Arquivo CSV	ملف CSV	Csv-fil	CSV Dosyası	Plik CSV		File CSV	CSV फाइल		Tệp tin CSV			CSV soubor	файл CSV									dummy
1247	CSV Tables	Kommaseparerad tabell			CSV-Tabelle	CSV tabellen		Table CSV	Table CSV								Πίνακες CSV			Tabelas CSV	جداول CSV			Tabele CSV		Tabelle CVS	CSV टेबल्स		Bảng CSV				таблиці CSV									dummy
1248	CU.MM	Kubikmillimeter	MM.CU (Mililitros cubicos)	MM.CU (Mililitros cubicos)	CU MM	CU.MM		Millimètre cube			CU.MM	CU.MM	куб.мм			CU.MM	κυβ. χιλιοστό			CU.MM	مم مكعب		mm3			CU.MM(Millimetri cubi)	CU.MM		CU.MM				куб.мм									dummy
1249	Cuban	Kuban	Cubano	Cubano	Kubaner	Cubaans		Cubain			古巴语	古巴人	Кубинец			Kuba	Κουβανέζικα		Cubano	Cubano	كوبي		Kübalı	Kubański		Cubano	क्यूबा		Cuban			Kubánský	Кубинець									dummy
